                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.55809,                0.41259,                 1.0848,                0.92914,                0.92693,                0.95568,                0.78699,                0.71178,                0.41597,                 1.1919,              0.0084853,              0.0084853,              0.0084853
                    155,                0.56461,                0.41655,                 1.0823,                0.94989,                 0.9171,                0.95739,                0.78825,                0.70883,                0.41994,                 1.1775,              0.0084754,              0.0084754,              0.0084754
                    156,                0.55571,                0.42103,                 1.0822,                 0.9342,                0.91903,                0.95012,                0.78057,                0.71496,                0.42359,                 1.1869,              0.0084655,              0.0084655,              0.0084655
                    157,                 0.5651,                0.42567,                 1.0949,                0.94547,                0.91679,                0.95857,                0.79101,                0.72013,                0.41834,                 1.1825,              0.0084556,              0.0084556,              0.0084556
                    158,                0.56728,                0.42648,                 1.0886,                0.94382,                0.92262,                0.95994,                0.78942,                0.70196,                0.41037,                 1.1746,              0.0084457,              0.0084457,              0.0084457
                    159,                0.54624,                 0.4176,                 1.0821,                0.92473,                0.92852,                0.95888,                0.78926,                0.70104,                0.41437,                 1.1886,              0.0084358,              0.0084358,              0.0084358
                    160,                0.56266,                0.41998,                 1.0912,                0.93621,                0.92706,                0.95788,                0.79258,                0.70036,                0.40367,                 1.1912,              0.0084259,              0.0084259,              0.0084259
                    161,                0.57288,                0.42629,                 1.0931,                0.94616,                0.92552,                0.95984,                0.79222,                0.68945,                0.39372,                  1.177,               0.008416,               0.008416,               0.008416
                    162,                0.55817,                0.41892,                 1.0969,                0.94952,                0.92278,                0.96287,                0.79403,                0.69744,                0.38848,                 1.1832,              0.0084061,              0.0084061,              0.0084061
                    163,                0.56427,                0.41933,                 1.0951,                0.94706,                 0.9151,                0.96175,                0.79617,                0.69946,                0.39348,                 1.1886,              0.0083962,              0.0083962,              0.0083962
                    164,                0.56811,                0.43575,                 1.0914,                0.93983,                0.92078,                0.96102,                0.79966,                0.69804,                0.40352,                 1.1924,              0.0083863,              0.0083863,              0.0083863
                    165,                0.54186,                0.41557,                 1.0812,                0.95097,                0.91036,                0.96179,                0.79389,                0.69779,                0.41413,                  1.196,              0.0083764,              0.0083764,              0.0083764
                    166,                0.54414,                0.42392,                 1.0866,                 0.9422,                0.91523,                0.96153,                 0.7926,                0.69929,                0.39845,                 1.2113,              0.0083665,              0.0083665,              0.0083665
                    167,                0.54636,                0.41401,                 1.0826,                0.94173,                0.92033,                0.96092,                0.79511,                0.70042,                0.40396,                 1.2029,              0.0083566,              0.0083566,              0.0083566
                    168,                0.54622,                 0.4135,                 1.0865,                0.92772,                0.92198,                0.96132,                0.79148,                0.70667,                0.39916,                  1.207,              0.0083467,              0.0083467,              0.0083467
                    169,                 0.5433,                0.40875,                 1.0803,                0.95895,                0.90285,                0.96332,                0.79849,                 0.7025,                0.39633,                  1.212,              0.0083368,              0.0083368,              0.0083368
                    170,                0.55309,                0.41833,                 1.0834,                0.94242,                0.91835,                0.96717,                0.79797,                0.69665,                0.39856,                 1.2038,              0.0083269,              0.0083269,              0.0083269
                    171,                0.55147,                0.41534,                 1.0843,                0.95075,                0.91279,                0.96194,                0.79125,                0.69764,                0.39908,                 1.1894,               0.008317,               0.008317,               0.008317
                    172,                0.54715,                 0.4099,                 1.0742,                0.93291,                0.92508,                0.96129,                0.79271,                0.68899,                0.39887,                 1.1785,              0.0083071,              0.0083071,              0.0083071
                    173,                0.53911,                0.40188,                 1.0831,                0.92837,                0.92952,                0.96235,                0.79521,                  0.695,                0.40232,                 1.2009,              0.0082972,              0.0082972,              0.0082972
                    174,                0.53376,                0.40158,                 1.0681,                0.93867,                0.91283,                0.95814,                0.79626,                0.70144,                0.40149,                 1.2089,              0.0082873,              0.0082873,              0.0082873
                    175,                0.53424,                 0.3931,                 1.0749,                0.94726,                0.88745,                0.95603,                0.79448,                0.69427,                0.41485,                 1.1902,              0.0082774,              0.0082774,              0.0082774
                    176,                 0.5465,                0.41932,                 1.0831,                0.94078,                 0.8967,                0.95307,                0.79258,                0.69083,                0.41353,                 1.1895,              0.0082675,              0.0082675,              0.0082675
                    177,                0.54239,                0.41332,                 1.0806,                 0.9219,                0.91349,                0.95874,                0.79519,                0.69125,                0.40438,                 1.1901,              0.0082576,              0.0082576,              0.0082576
                    178,                0.53063,                0.38876,                 1.0724,                0.92769,                0.91218,                0.96001,                0.79551,                0.68704,                0.39827,                 1.1831,              0.0082477,              0.0082477,              0.0082477
                    179,                0.54056,                0.39648,                 1.0702,                0.93979,                0.92394,                 0.9611,                 0.7968,                0.68999,                0.39284,                 1.1732,              0.0082378,              0.0082378,              0.0082378
                    180,                0.53831,                 0.4012,                 1.0722,                 0.9287,                0.93002,                0.95929,                 0.8007,                0.68707,                 0.3939,                 1.1692,              0.0082279,              0.0082279,              0.0082279
                    181,                0.54665,                0.39268,                 1.0802,                0.94225,                0.91896,                0.96193,                0.79998,                0.69043,                 0.3923,                 1.1775,               0.008218,               0.008218,               0.008218
                    182,                0.52232,                0.39435,                  1.064,                0.93805,                0.92363,                0.96269,                0.80033,                0.68674,                 0.3908,                 1.1764,              0.0082081,              0.0082081,              0.0082081
                    183,                0.53674,                0.39884,                 1.0729,                0.94423,                0.91261,                0.96057,                0.79538,                0.69358,                0.39641,                 1.2002,              0.0081982,              0.0081982,              0.0081982
                    184,                0.53791,                0.39045,                 1.0733,                0.94504,                 0.9082,                0.95897,                0.79466,                0.69419,                0.40683,                 1.2049,              0.0081883,              0.0081883,              0.0081883
                    185,                0.53176,                0.39356,                 1.0717,                0.95126,                0.91291,                0.96094,                 0.7984,                0.68399,                0.40053,                 1.1861,              0.0081784,              0.0081784,              0.0081784
                    186,                0.52511,                0.38447,                 1.0679,                0.95136,                0.91147,                0.96268,                0.79794,                0.68677,                0.39116,                 1.1961,              0.0081685,              0.0081685,              0.0081685
                    187,                0.52723,                0.40795,                 1.0749,                0.94924,                0.91813,                0.96442,                0.80339,                0.68389,                0.38596,                 1.1997,              0.0081586,              0.0081586,              0.0081586
                    188,                0.52574,                0.38557,                 1.0761,                0.93355,                0.93592,                0.96221,                0.80174,                0.68034,                0.38131,                  1.197,              0.0081487,              0.0081487,              0.0081487
                    189,                 0.5198,                0.39742,                 1.0724,                0.93853,                0.92595,                0.95866,                 0.7943,                0.69229,                0.38677,                 1.2007,              0.0081388,              0.0081388,              0.0081388
                    190,                0.52523,                0.38568,                 1.0645,                0.94303,                0.92061,                0.95918,                0.79756,                0.68438,                0.38807,                 1.1879,              0.0081289,              0.0081289,              0.0081289
                    191,                0.53156,                0.38671,                 1.0706,                0.93361,                 0.9279,                0.96159,                0.79826,                0.69057,                0.39988,                 1.1914,               0.008119,               0.008119,               0.008119
                    192,                 0.5295,                0.39433,                 1.0697,                0.93595,                0.92439,                0.95737,                  0.798,                 0.6866,                0.39256,                 1.1844,              0.0081091,              0.0081091,              0.0081091
                    193,                0.52183,                0.39665,                 1.0752,                0.94063,                0.92112,                0.95848,                0.79926,                0.69335,                0.39679,                 1.2039,              0.0080992,              0.0080992,              0.0080992
                    194,                0.51617,                0.39001,                 1.0621,                0.93837,                0.91167,                0.95804,                0.80084,                0.69109,                0.39837,                 1.1983,              0.0080893,              0.0080893,              0.0080893
                    195,                0.52238,                0.39515,                 1.0709,                0.93572,                0.92555,                0.96202,                0.80107,                0.68252,                0.39172,                 1.1836,              0.0080794,              0.0080794,              0.0080794
                    196,                0.52537,                0.38908,                 1.0599,                0.94021,                0.93352,                0.96274,                0.80393,                0.68405,                0.38156,                 1.1713,              0.0080695,              0.0080695,              0.0080695
                    197,                0.52116,                0.37752,                 1.0596,                0.93776,                0.93328,                0.96218,                0.79994,                0.68636,                0.37575,                 1.1771,              0.0080596,              0.0080596,              0.0080596
                    198,                0.52391,                0.39191,                 1.0667,                0.93242,                0.93849,                0.96213,                0.79831,                0.68705,                0.38719,                 1.1831,              0.0080497,              0.0080497,              0.0080497
                    199,                0.51863,                0.38031,                 1.0585,                0.93862,                0.93491,                0.96381,                0.80557,                0.68566,                 0.3743,                 1.1897,              0.0080398,              0.0080398,              0.0080398
                    200,                0.52196,                 0.3919,                 1.0606,                0.94645,                 0.9268,                0.96326,                0.80181,                0.68785,                0.38299,                  1.189,              0.0080299,              0.0080299,              0.0080299
                    201,                0.51333,                0.38425,                 1.0566,                0.95003,                0.92447,                0.96439,                0.80158,                0.68416,                0.37928,                  1.182,                0.00802,                0.00802,                0.00802
                    202,                0.51921,                0.37283,                 1.0652,                0.94564,                  0.926,                0.96551,                0.79843,                0.68231,                0.37554,                   1.19,              0.0080101,              0.0080101,              0.0080101
                    203,                0.51263,                0.38542,                 1.0621,                0.93668,                0.94054,                 0.9646,                0.79883,                0.68777,                0.37809,                 1.2045,              0.0080002,              0.0080002,              0.0080002
                    204,                0.52252,                0.37892,                 1.0671,                0.93745,                0.94144,                0.96054,                0.79575,                0.68786,                0.38158,                 1.2011,              0.0079903,              0.0079903,              0.0079903
                    205,                0.50255,                0.37176,                 1.0581,                0.92245,                 0.9439,                0.95839,                0.79599,                0.68939,                0.38151,                 1.2094,              0.0079804,              0.0079804,              0.0079804
                    206,                0.51277,                0.38192,                 1.0653,                0.93882,                0.93557,                0.96208,                0.79895,                0.68859,                0.38364,                 1.2094,              0.0079705,              0.0079705,              0.0079705
                    207,                0.50599,                0.37818,                 1.0565,                0.94891,                0.92561,                0.96243,                0.79869,                0.68785,                0.38311,                 1.2024,              0.0079606,              0.0079606,              0.0079606
                    208,                 0.5127,                0.38303,                 1.0606,                0.93689,                 0.9317,                0.96197,                0.79826,                0.69481,                0.37959,                 1.2112,              0.0079507,              0.0079507,              0.0079507
                    209,                0.50974,                0.39131,                 1.0589,                0.94974,                0.92705,                0.96234,                0.79963,                0.68901,                0.37497,                 1.2055,              0.0079408,              0.0079408,              0.0079408
                    210,                0.50825,                0.38051,                 1.0554,                0.93642,                0.94055,                0.96306,                0.79957,                0.68647,                0.38116,                 1.2014,              0.0079309,              0.0079309,              0.0079309
                    211,                0.51349,                0.37961,                  1.062,                0.94828,                0.91703,                 0.9589,                0.79863,                0.68428,                 0.3941,                 1.1971,               0.007921,               0.007921,               0.007921
                    212,                0.50973,                0.37891,                 1.0501,                 0.9285,                0.93725,                0.95827,                0.79778,                0.68998,                0.39344,                 1.2006,              0.0079111,              0.0079111,              0.0079111
                    213,                0.51514,                0.38022,                 1.0551,                0.93439,                0.93399,                0.95727,                0.79817,                0.68434,                0.38984,                 1.1869,              0.0079012,              0.0079012,              0.0079012
                    214,                0.50343,                0.37202,                 1.0567,                0.92629,                0.94024,                0.95889,                0.79608,                0.68434,                 0.3945,                 1.1953,              0.0078913,              0.0078913,              0.0078913
                    215,                0.50391,                0.38411,                 1.0635,                0.93325,                0.93878,                0.96198,                0.79835,                0.67986,                0.38432,                 1.1962,              0.0078814,              0.0078814,              0.0078814
                    216,                 0.5057,                0.37461,                  1.062,                0.94245,                0.93088,                0.96146,                0.80165,                0.68136,                0.38041,                 1.1985,              0.0078715,              0.0078715,              0.0078715
                    217,                 0.5106,                0.38327,                 1.0553,                0.93334,                 0.9292,                0.96011,                0.79941,                 0.6856,                 0.3814,                 1.2094,              0.0078616,              0.0078616,              0.0078616
                    218,                0.50003,                0.37116,                 1.0541,                0.93837,                0.92952,                0.95889,                0.79958,                0.68869,                0.38047,                  1.214,              0.0078517,              0.0078517,              0.0078517
                    219,                0.50042,                0.36572,                 1.0535,                0.93631,                0.93893,                0.96062,                0.79618,                0.69181,                0.37251,                 1.2227,              0.0078418,              0.0078418,              0.0078418
                    220,                 0.5037,                  0.386,                 1.0552,                0.94744,                 0.9257,                0.96016,                0.79639,                 0.6938,                0.37597,                 1.2261,              0.0078319,              0.0078319,              0.0078319
                    221,                0.49941,                0.37281,                 1.0492,                0.95325,                0.92123,                0.96045,                0.79801,                0.68586,                 0.3691,                 1.2148,               0.007822,               0.007822,               0.007822
                    222,                0.50084,                 0.3735,                 1.0529,                  0.955,                0.92535,                 0.9611,                 0.8005,                0.68152,                0.35948,                 1.2101,              0.0078121,              0.0078121,              0.0078121
                    223,                0.50204,                0.37434,                  1.053,                0.95258,                0.92901,                0.96392,                0.80468,                0.68019,                0.36207,                 1.2048,              0.0078022,              0.0078022,              0.0078022
                    224,                 0.4907,                0.36528,                 1.0435,                0.94298,                0.93747,                0.96342,                0.80756,                0.67938,                0.36456,                 1.2045,              0.0077923,              0.0077923,              0.0077923
                    225,                0.50097,                0.37567,                 1.0634,                0.94364,                 0.9326,                0.96402,                0.80945,                0.67503,                0.36217,                 1.2038,              0.0077824,              0.0077824,              0.0077824
                    226,                0.49036,                0.36279,                 1.0498,                0.94052,                 0.9367,                0.96253,                0.81134,                0.68038,                0.35849,                 1.2137,              0.0077725,              0.0077725,              0.0077725
                    227,                0.48726,                0.36296,                 1.0482,                0.93721,                0.93836,                0.96083,                0.80851,                0.68046,                0.36914,                 1.2155,              0.0077626,              0.0077626,              0.0077626
                    228,                0.49121,                0.36709,                 1.0495,                0.93692,                0.93074,                0.95938,                0.80788,                0.67775,                0.38145,                 1.2067,              0.0077527,              0.0077527,              0.0077527
                    229,                0.48934,                0.37064,                 1.0443,                0.93508,                0.92621,                0.95924,                 0.8062,                 0.6793,                0.38398,                 1.2044,              0.0077428,              0.0077428,              0.0077428
                    230,                0.48962,                0.35738,                 1.0447,                0.93456,                0.92932,                0.95961,                0.80582,                0.68784,                0.39185,                 1.2093,              0.0077329,              0.0077329,              0.0077329
                    231,                0.48766,                0.36061,                 1.0425,                0.94244,                0.92215,                0.95711,                0.80478,                0.68399,                0.39643,                 1.2026,               0.007723,               0.007723,               0.007723
                    232,                0.49775,                0.36314,                 1.0436,                0.94012,                0.92308,                0.96021,                0.80496,                0.68301,                0.39529,                 1.2001,              0.0077131,              0.0077131,              0.0077131
                    233,                0.49182,                0.36531,                  1.048,                0.92586,                0.93299,                0.95965,                0.80619,                0.68076,                0.38811,                 1.2005,              0.0077032,              0.0077032,              0.0077032
                    234,                0.48792,                 0.3689,                 1.0468,                0.93241,                0.92675,                0.96097,                0.80644,                0.68111,                0.39111,                 1.1994,              0.0076933,              0.0076933,              0.0076933
                    235,                0.49062,                0.36995,                 1.0543,                0.92896,                0.92944,                0.95947,                0.80698,                0.68102,                0.39618,                 1.2023,              0.0076834,              0.0076834,              0.0076834
                    236,                0.48317,                 0.3663,                 1.0501,                0.91921,                0.93544,                0.95854,                 0.8044,                0.67889,                 0.3968,                 1.2004,              0.0076735,              0.0076735,              0.0076735
                    237,                0.47566,                0.36219,                 1.0411,                0.91942,                0.93861,                0.95863,                0.80397,                0.67653,                0.39775,                  1.201,              0.0076636,              0.0076636,              0.0076636
                    238,                0.49142,                0.35847,                 1.0547,                0.93167,                0.92785,                0.95674,                 0.8049,                0.67444,                0.39998,                  1.202,              0.0076537,              0.0076537,              0.0076537
                    239,                0.48195,                0.35273,                 1.0433,                 0.9395,                0.91614,                0.95633,                0.80635,                0.67659,                0.40096,                 1.2059,              0.0076438,              0.0076438,              0.0076438
                    240,                0.48389,                0.36826,                 1.0451,                0.93086,                0.93053,                0.95875,                 0.8071,                0.67814,                0.39705,                 1.2102,              0.0076339,              0.0076339,              0.0076339
                    241,                0.49043,                0.36577,                 1.0458,                0.94066,                0.92588,                0.96044,                 0.8084,                0.67757,                0.39527,                 1.2103,               0.007624,               0.007624,               0.007624
                    242,                0.47534,                0.35614,                 1.0374,                0.93645,                0.93112,                0.96159,                0.80941,                0.67589,                0.39161,                 1.2099,              0.0076141,              0.0076141,              0.0076141
                    243,                0.48561,                0.35978,                 1.0441,                0.93441,                0.93755,                0.96189,                0.80746,                0.67246,                 0.3891,                 1.2024,              0.0076042,              0.0076042,              0.0076042
                    244,                0.48488,                0.35208,                 1.0459,                 0.9479,                0.92152,                0.95903,                0.80654,                0.67179,                0.38836,                 1.2014,              0.0075943,              0.0075943,              0.0075943
                    245,                0.48011,                0.35491,                 1.0398,                0.94754,                0.92204,                0.95911,                  0.807,                0.67313,                0.38802,                 1.2002,              0.0075844,              0.0075844,              0.0075844
                    246,                0.47752,                 0.3506,                 1.0373,                0.94308,                0.92276,                0.95849,                0.80821,                 0.6756,                0.38841,                 1.2005,              0.0075745,              0.0075745,              0.0075745
                    247,                0.47763,                0.35648,                 1.0364,                0.95186,                0.91757,                0.95847,                0.80882,                0.67327,                0.38904,                 1.1966,              0.0075646,              0.0075646,              0.0075646
                    248,                0.48194,                0.35896,                 1.0471,                0.94677,                0.91872,                0.95943,                0.80697,                0.67239,                0.38385,                 1.1967,              0.0075547,              0.0075547,              0.0075547
                    249,                0.47897,                0.34993,                 1.0422,                0.94459,                0.91842,                0.95872,                0.80761,                0.67023,                 0.3835,                 1.1935,              0.0075448,              0.0075448,              0.0075448
                    250,                0.48021,                 0.3563,                 1.0402,                0.94005,                0.92618,                0.95787,                0.80877,                 0.6663,                0.38124,                 1.1967,              0.0075349,              0.0075349,              0.0075349
                    251,                0.46984,                0.35404,                 1.0421,                0.93441,                0.92887,                0.95733,                0.80763,                0.66583,                 0.3854,                 1.2006,               0.007525,               0.007525,               0.007525
                    252,                0.47082,                0.35231,                 1.0388,                0.94065,                0.92705,                0.95724,                0.80898,                0.66723,                0.38296,                 1.2075,              0.0075151,              0.0075151,              0.0075151
                    253,                0.47726,                0.34818,                 1.0387,                0.94423,                0.92406,                0.95775,                0.80716,                0.67102,                 0.3807,                 1.2159,              0.0075052,              0.0075052,              0.0075052
                    254,                0.47343,                0.34226,                 1.0391,                0.94065,                0.92576,                0.95983,                0.80805,                0.67178,                0.38108,                 1.2129,              0.0074953,              0.0074953,              0.0074953
                    255,                0.46857,                0.35446,                 1.0386,                0.93947,                0.92965,                0.96154,                0.80812,                0.67229,                0.37668,                 1.2144,              0.0074854,              0.0074854,              0.0074854
                    256,                0.47229,                0.36028,                 1.0425,                0.94022,                  0.932,                0.96326,                0.80988,                0.66899,                0.37522,                 1.2127,              0.0074755,              0.0074755,              0.0074755
                    257,                0.47532,                 0.3514,                 1.0421,                0.94023,                0.92965,                0.96229,                0.81041,                0.66553,                0.37443,                 1.2084,              0.0074656,              0.0074656,              0.0074656
                    258,                0.47434,                0.35013,                 1.0329,                0.93801,                0.93016,                0.96351,                0.81117,                0.66512,                0.37245,                 1.2042,              0.0074557,              0.0074557,              0.0074557
                    259,                 0.4751,                0.34339,                 1.0348,                0.93207,                0.93919,                0.96388,                 0.8114,                0.66396,                0.37125,                 1.1996,              0.0074458,              0.0074458,              0.0074458
                    260,                0.45827,                0.34365,                  1.031,                0.95127,                0.91716,                0.96229,                0.80867,                0.66383,                0.37078,                 1.1974,              0.0074359,              0.0074359,              0.0074359
                    261,                0.47938,                0.35416,                 1.0335,                 0.9536,                0.91368,                 0.9606,                0.80983,                 0.6643,                0.37253,                 1.1966,               0.007426,               0.007426,               0.007426
                    262,                0.48072,                0.35112,                 1.0391,                0.95415,                 0.9145,                0.96032,                0.80925,                0.66158,                0.37175,                 1.1908,              0.0074161,              0.0074161,              0.0074161
                    263,                0.47046,                0.35022,                 1.0404,                0.95514,                0.91942,                0.96172,                0.81022,                0.66169,                0.36687,                 1.1909,              0.0074062,              0.0074062,              0.0074062
                    264,                0.47544,                0.35752,                 1.0453,                0.95485,                0.92129,                0.96281,                0.81053,                0.66628,                0.36741,                 1.1968,              0.0073963,              0.0073963,              0.0073963
                    265,                0.48058,                0.35025,                 1.0406,                0.95259,                0.92195,                0.96329,                0.81004,                0.66937,                0.36586,                 1.2024,              0.0073864,              0.0073864,              0.0073864
                    266,                0.46623,                0.34193,                 1.0353,                0.96097,                0.91589,                0.96379,                0.80874,                0.66911,                0.36509,                 1.2017,              0.0073765,              0.0073765,              0.0073765
                    267,                0.46323,                 0.3453,                 1.0319,                0.95467,                0.91724,                0.96279,                0.80914,                0.66655,                0.36532,                    1.2,              0.0073666,              0.0073666,              0.0073666
                    268,                 0.4598,                0.33839,                 1.0311,                 0.9485,                0.92302,                 0.9627,                0.80971,                0.66875,                0.36871,                 1.2008,              0.0073567,              0.0073567,              0.0073567
                    269,                0.46369,                 0.3412,                 1.0323,                0.93754,                0.93061,                0.96272,                0.80972,                0.66981,                0.37102,                 1.2021,              0.0073468,              0.0073468,              0.0073468
                    270,                0.45613,                0.33944,                 1.0297,                0.94496,                 0.9249,                0.96111,                0.80931,                 0.6738,                 0.3748,                 1.2108,              0.0073369,              0.0073369,              0.0073369
                    271,                0.46348,                0.34593,                 1.0306,                0.94476,                0.92913,                0.96047,                0.80797,                0.67351,                0.37382,                 1.2104,               0.007327,               0.007327,               0.007327
                    272,                0.45526,                0.33753,                 1.0274,                0.94321,                0.93304,                0.95985,                0.80714,                0.67072,                0.37193,                 1.2044,              0.0073171,              0.0073171,              0.0073171
                    273,                0.46243,                0.33749,                 1.0253,                0.94313,                0.93346,                0.96065,                0.80937,                0.66787,                0.36955,                 1.1992,              0.0073072,              0.0073072,              0.0073072
                    274,                0.46038,                0.34231,                 1.0324,                0.95057,                0.92757,                0.96034,                0.80992,                0.67043,                0.37027,                 1.2011,              0.0072973,              0.0072973,              0.0072973
                    275,                0.46861,                0.34702,                  1.034,                0.94906,                0.92378,                 0.9606,                0.81029,                0.67051,                0.36689,                 1.2022,              0.0072874,              0.0072874,              0.0072874
                    276,                0.45765,                0.34057,                 1.0231,                0.95126,                0.91638,                0.96095,                 0.8102,                0.66861,                 0.3682,                 1.1977,              0.0072775,              0.0072775,              0.0072775
                    277,                0.45694,                0.34054,                 1.0255,                0.93494,                0.93412,                0.96169,                0.81128,                0.66863,                0.37138,                 1.1956,              0.0072676,              0.0072676,              0.0072676
                    278,                 0.4606,                0.34536,                 1.0314,                0.94356,                0.92225,                0.96158,                0.81008,                0.66772,                0.37181,                 1.1931,              0.0072577,              0.0072577,              0.0072577
                    279,                0.45706,                0.34364,                 1.0283,                0.94184,                0.92097,                0.96097,                0.80888,                0.67007,                0.36868,                  1.198,              0.0072478,              0.0072478,              0.0072478
                    280,                0.45648,                0.33722,                 1.0313,                0.94048,                 0.9279,                0.96117,                0.80941,                0.67236,                0.36752,                 1.2013,              0.0072379,              0.0072379,              0.0072379
                    281,                0.45504,                0.34113,                 1.0281,                0.93551,                0.93196,                0.96024,                0.80737,                0.67059,                0.36903,                 1.2012,               0.007228,               0.007228,               0.007228
                    282,                0.45502,                  0.337,                 1.0265,                0.93779,                0.93564,                0.96226,                0.80826,                0.66923,                0.36783,                 1.2025,              0.0072181,              0.0072181,              0.0072181
                    283,                0.45759,                0.33595,                 1.0282,                0.93576,                0.93317,                0.96146,                0.80991,                0.66749,                0.36902,                    1.2,              0.0072082,              0.0072082,              0.0072082
                    284,                0.45964,                0.33903,                  1.027,                0.93721,                0.92929,                0.96083,                0.80838,                0.66576,                0.37064,                 1.2001,              0.0071983,              0.0071983,              0.0071983
                    285,                0.45317,                0.33371,                 1.0239,                0.94795,                0.91769,                0.95943,                0.80922,                0.66516,                0.37394,                 1.1995,              0.0071884,              0.0071884,              0.0071884
                    286,                0.45607,                0.33978,                 1.0323,                0.94308,                0.92315,                0.95992,                0.80693,                 0.6648,                0.37493,                 1.1996,              0.0071785,              0.0071785,              0.0071785
                    287,                0.45162,                0.33398,                  1.025,                0.94692,                0.91733,                0.95938,                0.80649,                0.66392,                0.37773,                 1.2007,              0.0071686,              0.0071686,              0.0071686
                    288,                0.44809,                0.33241,                 1.0247,                0.95192,                0.91433,                0.95933,                0.80755,                0.66467,                0.37758,                 1.2044,              0.0071587,              0.0071587,              0.0071587
                    289,                0.44702,                0.33337,                 1.0256,                0.94775,                0.91616,                 0.9588,                0.80806,                0.66279,                0.37922,                 1.2059,              0.0071488,              0.0071488,              0.0071488
                    290,                0.45637,                 0.3312,                  1.032,                0.94731,                0.91819,                0.95919,                0.80586,                 0.6638,                0.38194,                 1.2072,              0.0071389,              0.0071389,              0.0071389
                    291,                0.45062,                0.33414,                 1.0229,                 0.9485,                0.91655,                 0.9594,                0.80571,                0.66563,                0.38015,                 1.2093,               0.007129,               0.007129,               0.007129
                    292,                0.45083,                0.33204,                 1.0247,                0.94156,                0.92556,                0.95947,                0.80511,                0.66801,                0.38133,                 1.2103,              0.0071191,              0.0071191,              0.0071191
                    293,                0.45239,                0.33023,                 1.0279,                 0.9292,                0.93662,                0.95887,                0.80468,                0.66912,                0.38165,                 1.2096,              0.0071092,              0.0071092,              0.0071092
                    294,                0.44983,                0.32788,                 1.0262,                0.93803,                0.93019,                 0.9585,                0.80562,                0.67106,                0.38142,                 1.2122,              0.0070993,              0.0070993,              0.0070993
                    295,                0.46003,                0.33383,                 1.0246,                0.93655,                0.92955,                0.95883,                0.80643,                0.67113,                0.38171,                 1.2139,              0.0070894,              0.0070894,              0.0070894
                    296,                0.44997,                0.33551,                 1.0271,                0.94182,                0.92517,                0.95884,                0.80661,                   0.67,                0.37765,                 1.2136,              0.0070795,              0.0070795,              0.0070795
                    297,                0.44413,                0.32258,                 1.0199,                0.94294,                0.92339,                0.96008,                0.80795,                0.66972,                0.37632,                  1.214,              0.0070696,              0.0070696,              0.0070696
                    298,                0.45037,                0.32931,                 1.0223,                0.93781,                0.92698,                0.95996,                0.80661,                0.66938,                0.37539,                 1.2151,              0.0070597,              0.0070597,              0.0070597
                    299,                0.43473,                0.31742,                 1.0147,                0.94929,                0.91694,                0.96012,                0.80928,                0.66559,                0.37268,                 1.2123,              0.0070498,              0.0070498,              0.0070498
                    300,                0.44876,                 0.3372,                 1.0168,                0.94173,                0.92387,                   0.96,                0.80941,                 0.6641,                0.37236,                 1.2113,              0.0070399,              0.0070399,              0.0070399
                    301,                0.45936,                0.33488,                 1.0332,                0.94211,                0.92461,                0.95993,                0.81134,                0.66205,                 0.3707,                 1.2105,                0.00703,                0.00703,                0.00703
                    302,                0.44637,                0.33362,                 1.0172,                0.93963,                0.92426,                0.95939,                0.81049,                0.66295,                0.37076,                 1.2122,              0.0070201,              0.0070201,              0.0070201
                    303,                0.44829,                 0.3233,                 1.0173,                0.94316,                0.92252,                0.95974,                 0.8112,                0.66329,                0.37081,                 1.2129,              0.0070102,              0.0070102,              0.0070102
                    304,                0.43136,                0.31636,                 1.0101,                0.94798,                0.91749,                 0.9596,                 0.8091,                0.66291,                0.37001,                 1.2126,              0.0070003,              0.0070003,              0.0070003
                    305,                0.44425,                 0.3303,                 1.0237,                0.93129,                 0.9347,                0.95944,                0.80922,                0.66196,                0.36933,                  1.212,              0.0069904,              0.0069904,              0.0069904
                    306,                0.43562,                0.32005,                 1.0171,                0.93754,                0.92661,                0.95944,                0.81021,                0.66148,                0.36842,                 1.2123,              0.0069805,              0.0069805,              0.0069805
                    307,                0.44557,                0.32333,                 1.0145,                0.94219,                0.92353,                0.96106,                0.81186,                0.66066,                0.36911,                 1.2122,              0.0069706,              0.0069706,              0.0069706
                    308,                0.44027,                0.33105,                 1.0239,                0.94216,                0.92279,                0.96146,                0.81209,                0.66229,                0.36847,                 1.2153,              0.0069607,              0.0069607,              0.0069607
                    309,                0.45067,                0.32368,                 1.0286,                0.94204,                0.92618,                0.96062,                0.81053,                0.66365,                0.36742,                 1.2175,              0.0069508,              0.0069508,              0.0069508
                    310,                0.43946,                0.32462,                 1.0162,                0.94109,                0.92492,                0.95956,                0.80997,                0.66302,                0.36797,                 1.2176,              0.0069409,              0.0069409,              0.0069409
                    311,                0.43784,                0.32207,                 1.0179,                0.92617,                0.94207,                0.95932,                0.81009,                0.66286,                0.36612,                 1.2182,               0.006931,               0.006931,               0.006931
